"","transition","time","N_sim","trans_no"
"13551","herb_small->non_herb_small",214.026807855996,38,68
"13552","non_herb_small->herb_small",214.06146970776,38,64
"13553","non_herb_small->herb_small",214.102571471192,38,65
"13554","non_herb_small->herb_small",214.165146290197,38,66
"13555","herb_small->non_herb_small",214.174046509551,38,69
"13556","herb_small->non_herb_small",214.208212555704,38,70
"13557","non_herb_small->herb_small",214.247237066399,38,67
"13558","herb_large->non_herb_large",214.258261358816,38,4
"13559","non_herb_large->non_herb_small",214.264205070665,38,48
"13560","non_herb_small->herb_small",214.31790013578,38,68
"13561","non_herb_small->herb_small",214.322062342277,38,69
"13562","herb_small->herb_large",214.330419693099,38,14
"13563","non_herb_small->herb_small",214.466307917268,38,70
"13564","non_herb_large->non_herb_small",214.481770800561,38,49
"13565","herb_small->non_herb_small",214.49826853001,38,71
"13566","non_herb_large->non_herb_small",214.566929214332,38,50
"13567","herb_large->herb_small",214.622001369905,38,11
"13568","non_herb_small->herb_small",214.650243402664,38,71
"13569","non_herb_small->herb_small",214.739257691117,38,72
"13570","non_herb_small->herb_small",214.753735984626,38,73
"13571","non_herb_small->herb_small",214.793037950074,38,74
"13572","non_herb_small->herb_small",214.802532646276,38,75
"13573","non_herb_small->herb_small",214.823572879311,38,76
"13574","non_herb_small->herb_small",214.831621264838,38,77
"13575","non_herb_small->non_herb_large",214.938225625716,38,19
"13576","herb_small->non_herb_small",214.944419451181,38,72
"13577","non_herb_small->herb_small",214.946352580223,38,78
"13578","non_herb_small->non_herb_large",215.149264070391,38,20
"13579","herb_small->herb_large",215.170261954293,38,15
"13580","non_herb_small->herb_small",215.173470617358,38,79
"13581","non_herb_small->herb_small",215.197938680269,38,80
"13582","herb_small->non_herb_small",215.215219279346,38,73
"13583","non_herb_small->herb_small",215.217416694758,38,81
"13584","non_herb_small->herb_small",215.227032915404,38,82
"13585","non_herb_small->herb_small",215.267682123622,38,83
"13586","non_herb_small->herb_small",215.307683860908,38,84
"13587","non_herb_large->non_herb_small",215.361797265119,38,51
"13588","non_herb_small->herb_small",215.40548898494,38,85
"13589","herb_small->herb_large",215.443361179338,38,16
"13590","herb_small->herb_large",215.525104472837,38,17
"13591","herb_large->herb_small",215.549247514176,38,12
"13592","non_herb_small->non_herb_large",215.554042199945,38,21
"13593","non_herb_small->herb_small",215.593667713895,38,86
"13594","non_herb_small->herb_small",215.666494551835,38,87
"13595","herb_large->herb_small",215.668828960135,38,13
"13596","non_herb_small->herb_small",215.695519691748,38,88
"13597","non_herb_small->non_herb_large",215.706819124958,38,22
"13598","non_herb_small->herb_small",215.768421611427,38,89
"13599","non_herb_large->herb_large",215.784239708943,38,16
"13600","non_herb_small->herb_small",215.872831179265,38,90
"13601","herb_small->non_herb_small",215.873721957581,38,74
"13602","non_herb_small->herb_small",215.947459447305,38,91
"13603","non_herb_small->herb_small",215.964086488502,38,92
"13604","non_herb_small->herb_small",215.991844756358,38,93
"13605","non_herb_large->non_herb_small",216.000097912995,38,52
"13606","non_herb_small->herb_small",216.021106966934,38,94
"13607","non_herb_small->herb_small",216.039307577184,38,95
"13608","non_herb_large->non_herb_small",216.067594340157,38,53
"13609","non_herb_small->herb_small",216.089894668872,38,96
"13610","non_herb_large->non_herb_small",216.096029674498,38,54
"13611","non_herb_small->herb_small",216.144240669431,38,97
"13612","herb_small->non_herb_small",216.162597678154,38,75
"13613","non_herb_small->herb_small",216.171846257814,38,98
"13614","herb_small->non_herb_small",216.205306984341,38,76
"13615","herb_small->non_herb_small",216.235198995143,38,77
"13616","non_herb_large->non_herb_small",216.267858944379,38,55
"13617","herb_small->non_herb_small",216.285948320575,38,78
"13618","non_herb_small->herb_small",216.290888073842,38,99
"13619","non_herb_small->herb_small",216.338795780798,38,100
"13620","herb_small->herb_large",216.341591364588,38,18
"13621","herb_small->herb_large",216.425088627976,38,19
"13622","herb_small->non_herb_small",216.515878789021,38,79
"13623","non_herb_small->herb_small",216.550948475828,38,101
"13624","herb_small->non_herb_small",216.615047380455,38,80
"13625","non_herb_large->non_herb_small",216.617031532095,38,56
"13626","non_herb_large->herb_large",216.617175144128,38,17
"13627","herb_small->non_herb_small",216.644463907313,38,81
"13628","herb_small->non_herb_small",216.66635827248,38,82
"13629","herb_small->herb_large",216.670610927561,38,20
"13630","herb_large->herb_small",216.680085579699,38,14
"13631","herb_small->non_herb_small",216.700178591478,38,83
"13632","non_herb_small->herb_small",216.715205464289,38,102
"13633","non_herb_small->herb_small",216.72045610477,38,103
"13634","non_herb_small->herb_small",216.743060770079,38,104
"13635","non_herb_small->non_herb_large",216.746055965643,38,23
"13636","non_herb_small->herb_small",216.797752010902,38,105
"13637","non_herb_small->herb_small",216.816672668454,38,106
